date,hour,Cluster,jam_factor,Cluster_Center_Lat,Cluster_Center_Lon,Cluster_Name
2024-12-05,2024-12-05 07:00:00,13,1.4618181818181817,51.44160818181818,-0.23178636363636365,"Wimbledon, Merton"
2024-12-05,2024-12-05 07:00:00,14,1.4598947368421051,51.463533684210525,-0.10854263157894738,"Streatham, Lambeth"
2024-12-05,2024-12-05 07:00:00,15,2.9695357142857146,51.580061428571426,-0.22415321428571428,"Mill Hill, Barnet"
2024-12-05,2024-12-05 07:00:00,16,1.333909090909091,51.552960909090906,-0.14217909090909092,"Hampstead, Camden"
2024-12-05,2024-12-05 07:00:00,17,1.8550625,51.50079625,-0.222076875,"Kensington, Kensington & Chelsea"
2024-12-05,2024-12-05 07:00:00,18,3.3452142857142855,51.60569785714286,-0.12841142857142857,"Barnet, Barnet"
2024-12-05,2024-12-05 07:00:00,19,2.9416190476190476,51.47107190476191,-0.020581428571428584,"Brixton, Lambeth"
2024-12-05,2024-12-05 07:00:00,20,1.6415000000000002,51.470056,0.024880000000000027,"Greenwich, Greenwich"
2024-12-05,2024-12-05 07:00:00,21,0.7956249999999999,51.47954875,-0.06595041666666668,"Camberwell, Southwark"
2024-12-05,2024-12-05 07:00:00,22,2.530772727272727,51.47713954545455,-0.18992636363636362,"Fulham, Hammersmith & Fulham"
2024-12-05,2024-12-05 07:00:00,23,5.51075,51.5367325,-0.28159749999999995,"Brent Cross, Barnet"
2024-12-05,2024-12-05 07:00:00,24,1.3810645161290322,51.50734,-0.0819090322580645,"City of London, City of London"
2024-12-05,2024-12-05 07:00:00,25,2.5683333333333334,51.55198111111111,-0.08617888888888889,"Highbury, Islington"
2024-12-05,2024-12-05 07:00:00,26,1.4472,51.522242,0.04073800000000001,"Stratford, Newham"
2024-12-05,2024-12-05 07:00:00,27,2.0435000000000003,51.54432357142857,-0.245155,"Cricklewood, Brent"
2024-12-05,2024-12-05 07:00:00,28,1.7316923076923076,51.58087153846154,-0.022996923076923068,"Walthamstow, Waltham Forest"
2024-12-05,2024-12-05 07:00:00,29,1.247875,51.53327,-0.05749874999999999,"Hoxton, Hackney"
2024-12-05,2024-12-05 07:00:00,30,1.0823076923076924,51.463723076923074,-0.14832384615384614,"Clapham, Lambeth"
2024-12-05,2024-12-05 07:00:00,31,1.7378125,51.5549125,-0.19958,"Golders Green, Barnet"
2024-12-05,2024-12-05 08:00:00,0,2.3228999999999997,51.5090415,-0.005487499999999937,"Canary Wharf, Tower Hamlets"
2024-12-05,2024-12-05 08:00:00,1,1.5738947368421052,51.52641605263158,-0.1792668421052631,"St John's Wood, Westminster"
2024-12-05,2024-12-05 08:00:00,2,2.7857,51.51867625,-0.11355849999999999,"Bloomsbury, Camden"
2024-12-05,2024-12-05 08:00:00,3,4.960266666666667,51.41758266666667,-0.09059533333333333,"Croydon, Croydon"
2024-12-05,2024-12-05 08:00:00,4,3.6894545454545455,51.604313636363635,-0.06774181818181817,"Enfield, Enfield"
2024-12-05,2024-12-05 08:00:00,5,2.7208571428571426,51.492197142857144,-0.27541714285714275,"Chiswick, Hounslow"
2024-12-05,2024-12-05 08:00:00,6,5.0729999999999995,51.59938230769231,-0.18374153846153846,"Barnet, Barnet"
2024-12-05,2024-12-05 08:00:00,7,2.094466666666667,51.42757266666667,-0.15402866666666662,"Mitcham, Merton"
2024-12-05,2024-12-05 08:00:00,8,2.7664166666666667,51.54197083333333,-0.02613583333333333,"Hackney, Hackney"
2024-12-05,2024-12-05 08:00:00,9,2.22945,51.432225,-0.03301150000000004,"Lewisham, Lewisham"
2024-12-05,2024-12-05 08:00:00,10,2.1263783783783783,51.50203648648649,-0.1484735135135135,"Pimlico, Westminster"
2024-12-05,2024-12-05 08:00:00,11,2.387294117647059,51.57177764705882,-0.10832647058823529,"Finchley, Barnet"
2024-12-05,2024-12-05 08:00:00,12,2.4564000000000004,51.5540768,0.011039199999999985,"Walthamstow, Waltham Forest"
2024-12-05,2024-12-05 08:00:00,13,1.9418181818181817,51.44160818181818,-0.23178636363636365,"Wimbledon, Merton"
2024-12-05,2024-12-05 08:00:00,14,1.9392631578947366,51.463533684210525,-0.10854263157894738,"Streatham, Lambeth"
2024-12-05,2024-12-05 08:00:00,15,3.944607142857143,51.580061428571426,-0.22415321428571428,"Mill Hill, Barnet"
2024-12-05,2024-12-05 08:00:00,16,1.7719090909090909,51.552960909090906,-0.14217909090909092,"Hampstead, Camden"
2024-12-05,2024-12-05 08:00:00,17,2.4641875,51.50079625,-0.222076875,"Kensington, Kensington & Chelsea"
2024-12-05,2024-12-05 08:00:00,18,4.443642857142857,51.60569785714286,-0.12841142857142857,"Barnet, Barnet"
2024-12-05,2024-12-05 08:00:00,19,3.90752380952381,51.47107190476191,-0.020581428571428584,"Brixton, Lambeth"
2024-12-05,2024-12-05 08:00:00,20,2.1805000000000003,51.470056,0.024880000000000027,"Greenwich, Greenwich"
2024-12-05,2024-12-05 08:00:00,21,1.056875,51.47954875,-0.06595041666666668,"Camberwell, Southwark"
2024-12-05,2024-12-05 08:00:00,22,3.3617727272727276,51.47713954545455,-0.18992636363636362,"Fulham, Hammersmith & Fulham"
2024-12-05,2024-12-05 08:00:00,23,7.32025,51.5367325,-0.28159749999999995,"Brent Cross, Barnet"
2024-12-05,2024-12-05 08:00:00,24,1.8345483870967743,51.50734,-0.0819090322580645,"City of London, City of London"
2024-12-05,2024-12-05 08:00:00,25,3.4116666666666666,51.55198111111111,-0.08617888888888889,"Highbury, Islington"
2024-12-05,2024-12-05 08:00:00,26,1.9224,51.522242,0.04073800000000001,"Stratford, Newham"
2024-12-05,2024-12-05 08:00:00,27,2.7145,51.54432357142857,-0.245155,"Cricklewood, Brent"
2024-12-05,2024-12-05 08:00:00,28,2.3003076923076926,51.58087153846154,-0.022996923076923068,"Walthamstow, Waltham Forest"
2024-12-05,2024-12-05 08:00:00,29,1.6576250000000001,51.53327,-0.05749874999999999,"Hoxton, Hackney"
2024-12-05,2024-12-05 08:00:00,30,1.4376923076923078,51.463723076923074,-0.14832384615384614,"Clapham, Lambeth"
2024-12-05,2024-12-05 08:00:00,31,2.3084375,51.5549125,-0.19958,"Golders Green, Barnet"
2024-12-05,2024-12-05 09:00:00,0,2.3228999999999997,51.5090415,-0.005487499999999937,"Canary Wharf, Tower Hamlets"
2024-12-05,2024-12-05 09:00:00,1,1.5738947368421052,51.52641605263158,-0.1792668421052631,"St John's Wood, Westminster"
2024-12-05,2024-12-05 09:00:00,2,2.7857,51.51867625,-0.11355849999999999,"Bloomsbury, Camden"
2024-12-05,2024-12-05 09:00:00,3,4.960266666666667,51.41758266666667,-0.09059533333333333,"Croydon, Croydon"
2024-12-05,2024-12-05 09:00:00,4,3.6894545454545455,51.604313636363635,-0.06774181818181817,"Enfield, Enfield"
2024-12-05,2024-12-05 09:00:00,5,2.7208571428571426,51.492197142857144,-0.27541714285714275,"Chiswick, Hounslow"
2024-12-05,2024-12-05 09:00:00,6,5.0729999999999995,51.59938230769231,-0.18374153846153846,"Barnet, Barnet"
2024-12-05,2024-12-05 09:00:00,7,2.094466666666667,51.42757266666667,-0.15402866666666662,"Mitcham, Merton"
2024-12-05,2024-12-05 09:00:00,8,2.7664166666666667,51.54197083333333,-0.02613583333333333,"Hackney, Hackney"
2024-12-05,2024-12-05 09:00:00,9,2.22945,51.432225,-0.03301150000000004,"Lewisham, Lewisham"
2024-12-05,2024-12-05 09:00:00,10,2.1263783783783783,51.50203648648649,-0.1484735135135135,"Pimlico, Westminster"
2024-12-05,2024-12-05 09:00:00,11,2.387294117647059,51.57177764705882,-0.10832647058823529,"Finchley, Barnet"
2024-12-05,2024-12-05 09:00:00,12,2.4564000000000004,51.5540768,0.011039199999999985,"Walthamstow, Waltham Forest"
2024-12-05,2024-12-05 09:00:00,13,1.9418181818181817,51.44160818181818,-0.23178636363636365,"Wimbledon, Merton"
2024-12-05,2024-12-05 09:00:00,14,1.9392631578947366,51.463533684210525,-0.10854263157894738,"Streatham, Lambeth"
2024-12-05,2024-12-05 09:00:00,15,3.944607142857143,51.580061428571426,-0.22415321428571428,"Mill Hill, Barnet"
2024-12-05,2024-12-05 09:00:00,16,1.7719090909090909,51.552960909090906,-0.14217909090909092,"Hampstead, Camden"
2024-12-05,2024-12-05 09:00:00,17,2.4641875,51.50079625,-0.222076875,"Kensington, Kensington & Chelsea"
2024-12-05,2024-12-05 09:00:00,18,4.443642857142857,51.60569785714286,-0.12841142857142857,"Barnet, Barnet"
2024-12-05,2024-12-05 09:00:00,19,3.90752380952381,51.47107190476191,-0.020581428571428584,"Brixton, Lambeth"
2024-12-05,2024-12-05 09:00:00,20,2.1805000000000003,51.470056,0.024880000000000027,"Greenwich, Greenwich"
2024-12-05,2024-12-05 09:00:00,21,1.056875,51.47954875,-0.06595041666666668,"Camberwell, Southwark"
2024-12-05,2024-12-05 09:00:00,22,3.3617727272727276,51.47713954545455,-0.18992636363636362,"Fulham, Hammersmith & Fulham"
2024-12-05,2024-12-05 09:00:00,23,7.32025,51.5367325,-0.28159749999999995,"Brent Cross, Barnet"
2024-12-05,2024-12-05 09:00:00,24,1.8345483870967743,51.50734,-0.0819090322580645,"City of London, City of London"
2024-12-05,2024-12-05 09:00:00,25,3.4116666666666666,51.55198111111111,-0.08617888888888889,"Highbury, Islington"
2024-12-05,2024-12-05 09:00:00,26,1.9224,51.522242,0.04073800000000001,"Stratford, Newham"
2024-12-05,2024-12-05 09:00:00,27,2.7145,51.54432357142857,-0.245155,"Cricklewood, Brent"
2024-12-05,2024-12-05 09:00:00,28,2.3003076923076926,51.58087153846154,-0.022996923076923068,"Walthamstow, Waltham Forest"
2024-12-05,2024-12-05 09:00:00,29,1.6576250000000001,51.53327,-0.05749874999999999,"Hoxton, Hackney"
2024-12-05,2024-12-05 09:00:00,30,1.4376923076923078,51.463723076923074,-0.14832384615384614,"Clapham, Lambeth"
2024-12-05,2024-12-05 09:00:00,31,2.3084375,51.5549125,-0.19958,"Golders Green, Barnet"
2024-12-05,2024-12-05 10:00:00,0,2.6100000000000003,51.5090415,-0.005487499999999937,"Canary Wharf, Tower Hamlets"
2024-12-05,2024-12-05 10:00:00,1,1.7684210526315791,51.52641605263158,-0.1792668421052631,"St John's Wood, Westminster"
2024-12-05,2024-12-05 10:00:00,2,3.13,51.51867625,-0.11355849999999999,"Bloomsbury, Camden"
2024-12-05,2024-12-05 10:00:00,3,5.573333333333333,51.41758266666667,-0.09059533333333333,"Croydon, Croydon"
2024-12-05,2024-12-05 10:00:00,4,4.1454545454545455,51.604313636363635,-0.06774181818181817,"Enfield, Enfield"
2024-12-05,2024-12-05 10:00:00,5,3.0571428571428574,51.492197142857144,-0.27541714285714275,"Chiswick, Hounslow"
2024-12-05,2024-12-05 10:00:00,6,5.699999999999999,51.59938230769231,-0.18374153846153846,"Barnet, Barnet"
2024-12-05,2024-12-05 10:00:00,7,2.353333333333333,51.42757266666667,-0.15402866666666662,"Mitcham, Merton"
2024-12-05,2024-12-05 10:00:00,8,3.108333333333333,51.54197083333333,-0.02613583333333333,"Hackney, Hackney"
2024-12-05,2024-12-05 10:00:00,9,2.505,51.432225,-0.03301150000000004,"Lewisham, Lewisham"
2024-12-05,2024-12-05 10:00:00,10,2.3891891891891888,51.50203648648649,-0.1484735135135135,"Pimlico, Westminster"
2024-12-05,2024-12-05 10:00:00,11,2.682352941176471,51.57177764705882,-0.10832647058823529,"Finchley, Barnet"
2024-12-05,2024-12-05 10:00:00,12,2.76,51.5540768,0.011039199999999985,"Walthamstow, Waltham Forest"
2024-12-05,2024-12-05 10:00:00,13,2.1818181818181817,51.44160818181818,-0.23178636363636365,"Wimbledon, Merton"
2024-12-05,2024-12-05 10:00:00,14,2.1789473684210527,51.463533684210525,-0.10854263157894738,"Streatham, Lambeth"
2024-12-05,2024-12-05 10:00:00,15,4.432142857142857,51.580061428571426,-0.22415321428571428,"Mill Hill, Barnet"
2024-12-05,2024-12-05 10:00:00,16,1.9909090909090907,51.552960909090906,-0.14217909090909092,"Hampstead, Camden"
2024-12-05,2024-12-05 10:00:00,17,2.76875,51.50079625,-0.222076875,"Kensington, Kensington & Chelsea"
2024-12-05,2024-12-05 10:00:00,18,4.992857142857143,51.60569785714286,-0.12841142857142857,"Barnet, Barnet"
2024-12-05,2024-12-05 10:00:00,19,4.390476190476191,51.47107190476191,-0.020581428571428584,"Brixton, Lambeth"
2024-12-05,2024-12-05 10:00:00,20,2.45,51.470056,0.024880000000000027,"Greenwich, Greenwich"
2024-12-05,2024-12-05 10:00:00,21,1.1875,51.47954875,-0.06595041666666668,"Camberwell, Southwark"
2024-12-05,2024-12-05 10:00:00,22,3.777272727272727,51.47713954545455,-0.18992636363636362,"Fulham, Hammersmith & Fulham"
2024-12-05,2024-12-05 10:00:00,23,8.225,51.5367325,-0.28159749999999995,"Brent Cross, Barnet"
2024-12-05,2024-12-05 10:00:00,24,2.061290322580645,51.50734,-0.0819090322580645,"City of London, City of London"
2024-12-05,2024-12-05 10:00:00,25,3.8333333333333335,51.55198111111111,-0.08617888888888889,"Highbury, Islington"
2024-12-05,2024-12-05 10:00:00,26,2.16,51.522242,0.04073800000000001,"Stratford, Newham"
2024-12-05,2024-12-05 10:00:00,27,3.0500000000000003,51.54432357142857,-0.245155,"Cricklewood, Brent"
2024-12-05,2024-12-05 10:00:00,28,2.5846153846153848,51.58087153846154,-0.022996923076923068,"Walthamstow, Waltham Forest"
2024-12-05,2024-12-05 10:00:00,29,1.8625,51.53327,-0.05749874999999999,"Hoxton, Hackney"
2024-12-05,2024-12-05 10:00:00,30,1.6153846153846154,51.463723076923074,-0.14832384615384614,"Clapham, Lambeth"
2024-12-05,2024-12-05 10:00:00,31,2.59375,51.5549125,-0.19958,"Golders Green, Barnet"
2024-12-05,2024-12-05 11:00:00,0,2.6100000000000003,51.5090415,-0.005487499999999937,"Canary Wharf, Tower Hamlets"
2024-12-05,2024-12-05 11:00:00,1,1.7684210526315791,51.52641605263158,-0.1792668421052631,"St John's Wood, Westminster"
2024-12-05,2024-12-05 11:00:00,2,3.13,51.51867625,-0.11355849999999999,"Bloomsbury, Camden"
2024-12-05,2024-12-05 11:00:00,3,5.573333333333333,51.41758266666667,-0.09059533333333333,"Croydon, Croydon"
2024-12-05,2024-12-05 11:00:00,4,4.1454545454545455,51.604313636363635,-0.06774181818181817,"Enfield, Enfield"
2024-12-05,2024-12-05 11:00:00,5,3.0571428571428574,51.492197142857144,-0.27541714285714275,"Chiswick, Hounslow"
2024-12-05,2024-12-05 11:00:00,6,5.699999999999999,51.59938230769231,-0.18374153846153846,"Barnet, Barnet"
2024-12-05,2024-12-05 11:00:00,7,2.353333333333333,51.42757266666667,-0.15402866666666662,"Mitcham, Merton"
2024-12-05,2024-12-05 11:00:00,8,3.108333333333333,51.54197083333333,-0.02613583333333333,"Hackney, Hackney"
2024-12-05,2024-12-05 11:00:00,9,2.505,51.432225,-0.03301150000000004,"Lewisham, Lewisham"
2024-12-05,2024-12-05 11:00:00,10,2.3891891891891888,51.50203648648649,-0.1484735135135135,"Pimlico, Westminster"
2024-12-05,2024-12-05 11:00:00,11,2.682352941176471,51.57177764705882,-0.10832647058823529,"Finchley, Barnet"
2024-12-05,2024-12-05 11:00:00,12,2.76,51.5540768,0.011039199999999985,"Walthamstow, Waltham Forest"
2024-12-05,2024-12-05 11:00:00,13,2.1818181818181817,51.44160818181818,-0.23178636363636365,"Wimbledon, Merton"
2024-12-05,2024-12-05 11:00:00,14,2.1789473684210527,51.463533684210525,-0.10854263157894738,"Streatham, Lambeth"
2024-12-05,2024-12-05 11:00:00,15,4.432142857142857,51.580061428571426,-0.22415321428571428,"Mill Hill, Barnet"
2024-12-05,2024-12-05 11:00:00,16,1.9909090909090907,51.552960909090906,-0.14217909090909092,"Hampstead, Camden"
2024-12-05,2024-12-05 11:00:00,17,2.76875,51.50079625,-0.222076875,"Kensington, Kensington & Chelsea"
2024-12-05,2024-12-05 11:00:00,18,4.992857142857143,51.60569785714286,-0.12841142857142857,"Barnet, Barnet"
2024-12-05,2024-12-05 11:00:00,19,4.390476190476191,51.47107190476191,-0.020581428571428584,"Brixton, Lambeth"
2024-12-05,2024-12-05 11:00:00,20,2.45,51.470056,0.024880000000000027,"Greenwich, Greenwich"
2024-12-05,2024-12-05 11:00:00,21,1.1875,51.47954875,-0.06595041666666668,"Camberwell, Southwark"
2024-12-05,2024-12-05 11:00:00,22,3.777272727272727,51.47713954545455,-0.18992636363636362,"Fulham, Hammersmith & Fulham"
2024-12-05,2024-12-05 11:00:00,23,8.225,51.5367325,-0.28159749999999995,"Brent Cross, Barnet"
2024-12-05,2024-12-05 11:00:00,24,2.061290322580645,51.50734,-0.0819090322580645,"City of London, City of London"
2024-12-05,2024-12-05 11:00:00,25,3.8333333333333335,51.55198111111111,-0.08617888888888889,"Highbury, Islington"
2024-12-05,2024-12-05 11:00:00,26,2.16,51.522242,0.04073800000000001,"Stratford, Newham"
2024-12-05,2024-12-05 11:00:00,27,3.0500000000000003,51.54432357142857,-0.245155,"Cricklewood, Brent"
2024-12-05,2024-12-05 11:00:00,28,2.5846153846153848,51.58087153846154,-0.022996923076923068,"Walthamstow, Waltham Forest"
2024-12-05,2024-12-05 11:00:00,29,1.8625,51.53327,-0.05749874999999999,"Hoxton, Hackney"
2024-12-05,2024-12-05 11:00:00,30,1.6153846153846154,51.463723076923074,-0.14832384615384614,"Clapham, Lambeth"
2024-12-05,2024-12-05 11:00:00,31,2.59375,51.5549125,-0.19958,"Golders Green, Barnet"
2024-12-05,2024-12-05 12:00:00,0,2.6100000000000003,51.5090415,-0.005487499999999937,"Canary Wharf, Tower Hamlets"
2024-12-05,2024-12-05 12:00:00,1,1.7684210526315791,51.52641605263158,-0.1792668421052631,"St John's Wood, Westminster"
2024-12-05,2024-12-05 12:00:00,2,3.13,51.51867625,-0.11355849999999999,"Bloomsbury, Camden"
2024-12-05,2024-12-05 12:00:00,3,5.573333333333333,51.41758266666667,-0.09059533333333333,"Croydon, Croydon"
2024-12-05,2024-12-05 12:00:00,4,4.1454545454545455,51.604313636363635,-0.06774181818181817,"Enfield, Enfield"
2024-12-05,2024-12-05 12:00:00,5,3.0571428571428574,51.492197142857144,-0.27541714285714275,"Chiswick, Hounslow"
2024-12-05,2024-12-05 12:00:00,6,5.699999999999999,51.59938230769231,-0.18374153846153846,"Barnet, Barnet"
2024-12-05,2024-12-05 12:00:00,7,2.353333333333333,51.42757266666667,-0.15402866666666662,"Mitcham, Merton"
2024-12-05,2024-12-05 12:00:00,8,3.108333333333333,51.54197083333333,-0.02613583333333333,"Hackney, Hackney"
2024-12-05,2024-12-05 12:00:00,9,2.505,51.432225,-0.03301150000000004,"Lewisham, Lewisham"
2024-12-05,2024-12-05 12:00:00,10,2.3891891891891888,51.50203648648649,-0.1484735135135135,"Pimlico, Westminster"
2024-12-05,2024-12-05 12:00:00,11,2.682352941176471,51.57177764705882,-0.10832647058823529,"Finchley, Barnet"
2024-12-05,2024-12-05 12:00:00,12,2.76,51.5540768,0.011039199999999985,"Walthamstow, Waltham Forest"
2024-12-05,2024-12-05 12:00:00,13,2.1818181818181817,51.44160818181818,-0.23178636363636365,"Wimbledon, Merton"
2024-12-05,2024-12-05 12:00:00,14,2.1789473684210527,51.463533684210525,-0.10854263157894738,"Streatham, Lambeth"
2024-12-05,2024-12-05 12:00:00,15,4.432142857142857,51.580061428571426,-0.22415321428571428,"Mill Hill, Barnet"
2024-12-05,2024-12-05 12:00:00,16,1.9909090909090907,51.552960909090906,-0.14217909090909092,"Hampstead, Camden"
2024-12-05,2024-12-05 12:00:00,17,2.76875,51.50079625,-0.222076875,"Kensington, Kensington & Chelsea"
2024-12-05,2024-12-05 12:00:00,18,4.992857142857143,51.60569785714286,-0.12841142857142857,"Barnet, Barnet"
2024-12-05,2024-12-05 12:00:00,19,4.390476190476191,51.47107190476191,-0.020581428571428584,"Brixton, Lambeth"
2024-12-05,2024-12-05 12:00:00,20,2.45,51.470056,0.024880000000000027,"Greenwich, Greenwich"
2024-12-05,2024-12-05 12:00:00,21,1.1875,51.47954875,-0.06595041666666668,"Camberwell, Southwark"
2024-12-05,2024-12-05 12:00:00,22,3.777272727272727,51.47713954545455,-0.18992636363636362,"Fulham, Hammersmith & Fulham"
2024-12-05,2024-12-05 12:00:00,23,8.225,51.5367325,-0.28159749999999995,"Brent Cross, Barnet"
2024-12-05,2024-12-05 12:00:00,24,2.061290322580645,51.50734,-0.0819090322580645,"City of London, City of London"
2024-12-05,2024-12-05 12:00:00,25,3.8333333333333335,51.55198111111111,-0.08617888888888889,"Highbury, Islington"
2024-12-05,2024-12-05 12:00:00,26,2.16,51.522242,0.04073800000000001,"Stratford, Newham"
2024-12-05,2024-12-05 12:00:00,27,3.0500000000000003,51.54432357142857,-0.245155,"Cricklewood, Brent"
2024-12-05,2024-12-05 12:00:00,28,2.5846153846153848,51.58087153846154,-0.022996923076923068,"Walthamstow, Waltham Forest"
2024-12-05,2024-12-05 12:00:00,29,1.8625,51.53327,-0.05749874999999999,"Hoxton, Hackney"
2024-12-05,2024-12-05 12:00:00,30,1.6153846153846154,51.463723076923074,-0.14832384615384614,"Clapham, Lambeth"
2024-12-05,2024-12-05 12:00:00,31,2.59375,51.5549125,-0.19958,"Golders Green, Barnet"
2024-12-05,2024-12-05 13:00:00,0,2.6100000000000003,51.5090415,-0.005487499999999937,"Canary Wharf, Tower Hamlets"
2024-12-05,2024-12-05 13:00:00,1,1.7684210526315791,51.52641605263158,-0.1792668421052631,"St John's Wood, Westminster"
2024-12-05,2024-12-05 13:00:00,2,3.13,51.51867625,-0.11355849999999999,"Bloomsbury, Camden"
2024-12-05,2024-12-05 13:00:00,3,5.573333333333333,51.41758266666667,-0.09059533333333333,"Croydon, Croydon"
2024-12-05,2024-12-05 13:00:00,4,4.1454545454545455,51.604313636363635,-0.06774181818181817,"Enfield, Enfield"
2024-12-05,2024-12-05 13:00:00,5,3.0571428571428574,51.492197142857144,-0.27541714285714275,"Chiswick, Hounslow"
2024-12-05,2024-12-05 13:00:00,6,5.699999999999999,51.59938230769231,-0.18374153846153846,"Barnet, Barnet"
2024-12-05,2024-12-05 13:00:00,7,2.353333333333333,51.42757266666667,-0.15402866666666662,"Mitcham, Merton"
